ID,Name,Gender,Nationality,Date of Birth,Visa Type,Visa Issue Date,Visa Expiry Date,University Degree,Occupation,Marital Status,Employment Status,Employer Name,Annual Income (KWD),Date of Entry to Kuwait,Type of Work,Number of Dependents,Residency Status,Visa Sponsor,Last Entry Date,Previous Visa Type
2.00205E+11,Salem Alshatti,Male,Kuwaiti,6/18/2005,Work Visa,4/22/2021,2/28/2027,No,"Therapist, nutritional",Divorced,Retired,,0,9/28/2023,Private,5,Permanent Resident,Oconnor-Whitaker,7/28/2019,Residency Visa
1.97806E+11,Yousef Alhaddad,Male,Kuwaiti,4/26/2004,Tourist Visa,2/22/2024,5/24/2026,No,Banker,Divorced,Unemployed,,0,2/19/2015,Private,2,Permanent Resident,Rocha-Sanchez,6/3/2022,Tourist Visa
1.97505E+11,Nour Alshatti,Female,Kuwaiti,8/23/1963,Tourist Visa,11/3/2021,10/11/2026,No,"Conservator, furniture",Married,Self-Employed,,41389,1/6/2015,Public,3,Temporary Resident,Johnson PLC,7/24/2023,Tourist Visa
1.98606E+11,Ali Alshammari,Male,Non-Kuwaiti,8/9/1982,Residency Visa,12/9/2021,10/30/2024,No,"Surveyor, planning and development",Divorced,Self-Employed,,39465,3/2/2022,Private,4,Temporary Resident,Williams-Robinson,6/28/2024,Tourist Visa
1.96401E+11,Fahad Almubarak,Male,Non-Kuwaiti,1/5/1992,Residency Visa,11/2/2022,5/4/2026,No,Legal secretary,Widowed,Unemployed,,0,6/29/2018,Private,0,Permanent Resident,"Baker, Roberts and Gallegos",5/13/2021,Residency Visa
1.96305E+11,Yousef Alhaddad,Male,Kuwaiti,8/19/1987,Student Visa,10/11/2020,7/20/2026,No,Chief Operating Officer,Single,Unemployed,,0,9/17/2017,Private,4,Temporary Resident,"Meyer, Osborn and Evans",1/2/2021,Work Visa
1.99812E+11,Zainab Alkhateeb,Female,Non-Kuwaiti,2/6/1981,Residency Visa,11/26/2020,11/6/2025,No,Call centre manager,Married,Employed,"Dunlap, Davis and Oconnor",49007,10/5/2019,Private,1,Visitor,Hall and Sons,6/15/2021,Work Visa
2.00109E+11,Hamad Alajmi,Male,Kuwaiti,5/7/2000,Work Visa,3/27/2022,8/12/2025,Yes,Counselling psychologist,Married,Retired,,0,5/13/2021,Public,5,Visitor,"Benjamin, Robinson and Merritt",5/8/2024,Residency Visa
1.99504E+11,Mubarak Albloushi,Male,Kuwaiti,10/1/1959,Tourist Visa,3/4/2024,8/19/2024,Yes,Technical author,Widowed,Unemployed,,0,9/13/2017,Public,1,Permanent Resident,"Brown, Nelson and Durham",1/22/2023,Student Visa
1.9681E+11,Hussein Alkhateeb,Male,Non-Kuwaiti,4/18/2003,Residency Visa,12/25/2023,4/29/2026,No,Economist,Single,Employed,Jackson and Sons,19214,7/3/2021,Private,3,Permanent Resident,Galvan-Wright,11/20/2023,None
1.96902E+11,Khadija Almansoori,Female,Kuwaiti,9/27/1960,Student Visa,8/5/2022,10/21/2025,No,Maintenance engineer,Widowed,Retired,,0,7/21/2022,Public,5,Temporary Resident,Mcmillan-Glass,3/25/2023,Student Visa
1.98011E+11,Mohammed Alenezi,Male,Kuwaiti,5/22/1966,Tourist Visa,7/30/2023,2/22/2027,No,Contractor,Widowed,Self-Employed,,15151,8/10/2015,Private,5,Permanent Resident,"Chapman, Craig and Hudson",6/5/2021,Work Visa
2.00007E+11,Laila Alhaddad,Female,Non-Kuwaiti,11/20/1998,Student Visa,2/3/2023,6/17/2026,No,Gaffer,Single,Unemployed,,0,3/7/2016,Public,0,Visitor,Bush Inc,6/1/2024,Residency Visa
2.00001E+11,Yousef Alhaddad,Male,Non-Kuwaiti,6/28/1999,Residency Visa,7/30/2021,12/28/2026,Yes,"Secretary, company",Married,Self-Employed,,31159,5/22/2024,Public,4,Visitor,"Hayes, Jenkins and Ferguson",11/25/2019,Residency Visa
1.96906E+11,Saad Alotaibi,Male,Kuwaiti,7/29/1990,Student Visa,10/9/2020,1/27/2027,Yes,Public relations account executive,Single,Retired,,0,7/30/2016,Public,2,Permanent Resident,Williams-Griffith,12/13/2019,Student Visa
1.97409E+11,Saad Alotaibi,Male,Kuwaiti,6/22/1988,Tourist Visa,12/30/2020,8/10/2026,No,Health physicist,Married,Unemployed,,0,5/27/2015,Public,4,Visitor,Chandler and Sons,2/5/2023,Work Visa
1.9791E+11,Dalal Albloushi,Female,Kuwaiti,11/9/1971,Student Visa,1/26/2021,3/13/2026,Yes,Financial risk analyst,Single,Employed,"Rodriguez, Mccoy and Walton",45563,8/1/2020,Private,0,Visitor,Phillips Group,7/27/2023,Student Visa
1.98809E+11,Dalal Albloushi,Female,Kuwaiti,9/22/2005,Work Visa,6/7/2023,6/24/2027,Yes,Soil scientist,Widowed,Retired,,0,3/10/2024,Public,2,Permanent Resident,Robbins-Richardson,1/1/2022,Student Visa
1.98402E+11,Fahad Almubarak,Male,Kuwaiti,1/4/1989,Work Visa,4/25/2022,12/19/2025,Yes,"Accountant, chartered certified",Divorced,Retired,,0,11/11/2023,Private,1,Temporary Resident,Jackson-Johnston,5/11/2024,Student Visa
1.98911E+11,Huda Alenezi,Female,Kuwaiti,10/30/1992,Residency Visa,9/23/2020,1/16/2026,Yes,Hospital pharmacist,Widowed,Employed,"Wilson, Robles and Fischer",48181,9/3/2019,Public,4,Temporary Resident,Adams Group,8/24/2023,Student Visa
1.98009E+11,Yousef Alhaddad,Male,Non-Kuwaiti,1/23/1959,Residency Visa,6/19/2022,2/16/2027,No,"Engineer, site",Divorced,Retired,,0,5/17/2018,Private,0,Permanent Resident,Ruiz-Allen,9/22/2019,Residency Visa
1.96105E+11,Abdullah Alrashidi,Male,Kuwaiti,9/13/1975,Residency Visa,6/9/2024,2/5/2025,Yes,Magazine journalist,Single,Unemployed,,0,12/24/2017,Private,5,Visitor,Stephens and Sons,7/21/2024,Work Visa
1.96904E+11,Fatma Almutairi,Female,Non-Kuwaiti,4/12/1975,Tourist Visa,6/1/2021,1/8/2026,Yes,"Engineer, building services",Married,Unemployed,,0,10/15/2016,Public,0,Visitor,Richards Ltd,1/21/2022,Tourist Visa
1.99809E+11,Hussein Alkhateeb,Male,Non-Kuwaiti,5/16/1961,Work Visa,1/9/2024,11/12/2025,No,Museum/gallery exhibitions officer,Widowed,Retired,,0,5/20/2017,Public,5,Permanent Resident,"Vega, Mcintosh and Yoder",8/12/2023,None
1.96911E+11,Yousef Alhaddad,Male,Kuwaiti,2/4/1974,Student Visa,7/12/2023,1/3/2027,Yes,"Research officer, political party",Divorced,Retired,,0,2/23/2021,Private,1,Temporary Resident,"Turner, Burnett and Mcguire",2/9/2020,Work Visa
1.9661E+11,Hessa Alsaad,Female,Kuwaiti,1/28/1980,Student Visa,2/2/2022,7/7/2026,No,Land,Divorced,Employed,Wade-Griffith,32811,3/22/2018,Public,0,Visitor,Copeland-Donovan,12/2/2022,Residency Visa
1.99702E+11,Huda Alenezi,Female,Kuwaiti,1/6/1993,Tourist Visa,3/7/2023,2/28/2025,Yes,Freight forwarder,Divorced,Employed,Lloyd-Cooper,5320,10/12/2015,Private,1,Temporary Resident,Gaines-Rodriguez,1/13/2021,Residency Visa
1.97204E+11,Mariam Alajmi,Female,Non-Kuwaiti,5/17/1977,Tourist Visa,4/30/2022,10/4/2026,No,"Administrator, Civil Service",Widowed,Self-Employed,,19975,8/30/2023,Private,3,Temporary Resident,Mcbride-Adams,12/10/2021,Student Visa
1.98107E+11,Amina Alhajeri,Female,Non-Kuwaiti,10/22/1960,Student Visa,4/21/2022,6/5/2025,Yes,"Therapist, nutritional",Married,Self-Employed,,32474,12/3/2021,Public,1,Temporary Resident,"Price, Mcdonald and Shields",11/7/2019,Work Visa
1.96506E+11,Khadija Almansoori,Female,Kuwaiti,2/27/1985,Tourist Visa,10/20/2022,11/11/2025,Yes,Dance movement psychotherapist,Widowed,Self-Employed,,6061,4/23/2018,Private,1,Visitor,Stewart-Miller,3/21/2021,Tourist Visa
1.98011E+11,Jaber Alfailakawi,Male,Kuwaiti,7/7/1983,Work Visa,6/26/2021,12/1/2024,Yes,Geochemist,Widowed,Self-Employed,,38142,4/4/2016,Public,5,Visitor,Pitts-Jackson,12/28/2023,Student Visa
1.96709E+11,Salem Alshatti,Male,Non-Kuwaiti,9/11/2005,Work Visa,3/16/2022,7/2/2026,Yes,Event organiser,Divorced,Employed,Silva-Odom,19782,5/13/2016,Public,0,Visitor,"Peck, Burke and Murray",11/4/2019,Tourist Visa
1.96401E+11,Aisha Alshammari,Female,Kuwaiti,9/13/1972,Work Visa,11/5/2021,2/24/2025,Yes,Industrial buyer,Widowed,Unemployed,,0,3/6/2020,Private,1,Temporary Resident,Hudson Group,5/9/2022,None
1.96203E+11,Saad Alotaibi,Male,Kuwaiti,2/18/1975,Student Visa,11/1/2020,8/16/2025,Yes,Hydrologist,Divorced,Self-Employed,,20892,7/20/2019,Private,4,Temporary Resident,"Perez, Reyes and Lloyd",10/31/2023,None
1.98205E+11,Salem Alshatti,Male,Non-Kuwaiti,5/27/1971,Residency Visa,6/24/2022,1/19/2025,Yes,Counselling psychologist,Married,Self-Employed,,26753,4/28/2021,Public,4,Visitor,"Henry, Fisher and Johnson",6/2/2021,Work Visa
2.00207E+11,Laila Alhaddad,Female,Non-Kuwaiti,1/19/1980,Student Visa,4/16/2023,4/3/2025,Yes,Firefighter,Single,Self-Employed,,37033,2/3/2021,Public,0,Temporary Resident,Johnson-Wood,12/24/2020,Student Visa
2.00112E+11,Mishal Alsaad,Male,Non-Kuwaiti,10/3/1959,Tourist Visa,5/28/2023,1/31/2026,Yes,"Journalist, broadcasting",Married,Unemployed,,0,7/6/2015,Private,0,Temporary Resident,"Prince, Salazar and Hernandez",4/30/2021,Residency Visa
1.96707E+11,Ali Alshammari,Male,Kuwaiti,1/23/2001,Student Visa,11/18/2022,9/26/2026,No,"Designer, blown glass/stained glass",Widowed,Unemployed,,0,7/21/2024,Public,4,Temporary Resident,Krueger-Morris,4/16/2022,Work Visa
1.99709E+11,Hussein Alkhateeb,Male,Non-Kuwaiti,9/20/1965,Tourist Visa,12/15/2023,7/20/2027,No,"Surveyor, mining",Married,Unemployed,,0,7/6/2019,Private,2,Visitor,"Hill, Daniels and Krueger",12/26/2019,Work Visa
1.99303E+11,Hussein Alkhateeb,Male,Kuwaiti,11/27/1961,Tourist Visa,10/23/2020,8/2/2026,Yes,Chartered legal executive (England and Wales),Single,Unemployed,,0,9/30/2019,Private,4,Visitor,Dodson-Ward,12/6/2019,Student Visa
1.96601E+11,Mubarak Albloushi,Male,Kuwaiti,7/29/1964,Student Visa,8/3/2020,1/6/2027,Yes,Clinical biochemist,Married,Self-Employed,,12958,3/26/2022,Public,2,Permanent Resident,Lopez-King,1/24/2021,Student Visa
1.97306E+11,Fatma Almutairi,Female,Kuwaiti,6/17/1973,Residency Visa,1/26/2022,9/23/2024,No,Restaurant manager,Married,Retired,,0,5/14/2023,Private,1,Temporary Resident,Morales LLC,11/15/2022,Tourist Visa
1.96509E+11,Munira Almutawa,Female,Non-Kuwaiti,8/30/1982,Work Visa,5/28/2021,11/27/2026,No,Leisure centre manager,Widowed,Retired,,0,5/1/2021,Private,4,Visitor,Harrison and Sons,4/7/2023,Tourist Visa
1.96805E+11,Khadija Almansoori,Female,Kuwaiti,3/29/1999,Work Visa,11/22/2023,2/8/2027,Yes,Visual merchandiser,Married,Retired,,0,8/28/2017,Public,1,Visitor,"Sanford, Hicks and Miller",6/1/2023,Student Visa
1.96712E+11,Abdullah Alrashidi,Male,Kuwaiti,10/12/1965,Work Visa,8/11/2021,5/3/2025,No,Chartered certified accountant,Widowed,Unemployed,,0,3/4/2019,Public,4,Temporary Resident,Brown-Todd,4/19/2023,Tourist Visa
1.96012E+11,Reem Alotaibi,Female,Kuwaiti,12/23/1994,Work Visa,1/23/2023,6/7/2027,Yes,"Exhibitions officer, museum/gallery",Single,Employed,Walker Inc,40959,8/21/2016,Public,0,Temporary Resident,"Klein, Fowler and Harris",9/20/2022,Residency Visa
1.9861E+11,Fahad Almubarak,Male,Kuwaiti,3/14/1985,Student Visa,4/5/2022,5/4/2026,Yes,Hospital pharmacist,Single,Self-Employed,,44025,10/14/2018,Private,1,Permanent Resident,Hughes-Horn,4/1/2024,Tourist Visa
1.97901E+11,Nour Alshatti,Female,Non-Kuwaiti,2/24/1977,Work Visa,4/21/2020,4/2/2027,No,"Designer, multimedia",Widowed,Employed,"Ramsey, Hall and Cruz",38735,7/28/2014,Public,2,Visitor,Mcintosh Group,8/16/2022,None
1.99112E+11,Ali Alshammari,Male,Kuwaiti,4/18/2001,Residency Visa,2/28/2021,5/30/2025,No,Archaeologist,Widowed,Self-Employed,,15270,7/21/2021,Private,0,Visitor,Kelley-Williams,8/15/2022,Residency Visa
2.00201E+11,Hind Almubarak,Female,Kuwaiti,2/19/1972,Work Visa,1/24/2020,9/11/2025,Yes,Health and safety adviser,Widowed,Employed,"Kelly, Duran and Ortiz",40100,3/7/2016,Public,5,Visitor,Mcdonald Group,11/11/2019,Work Visa
1.97402E+11,Huda Alenezi,Female,Kuwaiti,4/8/1971,Work Visa,2/17/2023,8/5/2024,Yes,"Administrator, local government",Married,Unemployed,,0,10/30/2023,Public,4,Permanent Resident,Williams-Smith,2/15/2020,Residency Visa
1.97412E+11,Abdulaziz Almutawa,Male,Kuwaiti,5/20/1988,Work Visa,10/12/2023,3/30/2027,No,Aid worker,Widowed,Employed,Carpenter-Wells,22341,6/19/2021,Private,0,Visitor,Cannon Ltd,7/25/2022,Work Visa
1.97807E+11,Hussein Alkhateeb,Male,Kuwaiti,4/15/1989,Student Visa,6/6/2022,1/26/2027,Yes,Careers information officer,Married,Unemployed,,0,9/11/2019,Public,3,Temporary Resident,West-Thomas,10/18/2023,Work Visa
1.9901E+11,Mariam Alajmi,Female,Kuwaiti,10/3/1989,Work Visa,8/24/2022,1/17/2026,Yes,Information systems manager,Married,Self-Employed,,46192,8/18/2021,Public,0,Visitor,Spencer Group,8/14/2020,Student Visa
1.97304E+11,Ali Alshammari,Male,Non-Kuwaiti,6/14/1973,Tourist Visa,10/19/2022,7/23/2024,Yes,Futures trader,Married,Employed,"Rodriguez, Carter and Lopez",36742,8/19/2018,Public,1,Permanent Resident,"Lee, Webb and Maddox",11/4/2022,None
1.97306E+11,Munira Almutawa,Female,Kuwaiti,7/25/1998,Residency Visa,7/9/2021,5/14/2027,Yes,"Investment banker, corporate",Single,Unemployed,,0,9/20/2017,Public,5,Permanent Resident,Singleton LLC,10/6/2020,Residency Visa
1.97904E+11,Dalal Albloushi,Female,Non-Kuwaiti,12/5/1964,Residency Visa,2/16/2020,4/11/2027,No,Physiological scientist,Single,Employed,"Hill, Webb and Hayes",37199,7/6/2018,Private,1,Visitor,Page LLC,10/1/2020,Residency Visa
1.98609E+11,Saad Alotaibi,Male,Non-Kuwaiti,9/11/1992,Student Visa,7/10/2022,11/29/2025,No,Personnel officer,Single,Employed,"Thompson, Blackburn and Chavez",26324,7/3/2020,Public,4,Temporary Resident,Levine-Jacobson,9/30/2020,None
1.96805E+11,Mishal Alsaad,Male,Non-Kuwaiti,11/17/1995,Student Visa,5/22/2021,12/14/2025,No,Control and instrumentation engineer,Divorced,Employed,Castaneda-Rose,23967,12/27/2023,Public,4,Visitor,"Allen, Gardner and Davenport",2/26/2024,Residency Visa
1.96306E+11,Jana Alfailakawi,Female,Kuwaiti,12/1/1970,Residency Visa,3/22/2020,12/22/2024,Yes,Tree surgeon,Married,Unemployed,,0,5/23/2019,Public,4,Temporary Resident,Cox Group,7/23/2020,Student Visa
2.00102E+11,Mishal Alsaad,Male,Kuwaiti,8/31/2005,Residency Visa,9/29/2023,4/16/2027,No,"Secretary, company",Single,Employed,"Cruz, Jackson and Schroeder",33265,11/11/2022,Private,0,Visitor,Reyes-Martin,12/21/2021,Residency Visa
1.96712E+11,Yousef Alhaddad,Male,Non-Kuwaiti,1/6/1967,Residency Visa,10/9/2023,5/16/2025,No,Clothing/textile technologist,Divorced,Retired,,0,9/26/2021,Private,5,Temporary Resident,Johnson-Church,7/14/2022,Student Visa
1.96907E+11,Fahad Almubarak,Male,Kuwaiti,10/10/1981,Residency Visa,1/8/2021,12/8/2024,Yes,"Therapist, music",Single,Unemployed,,0,11/19/2015,Private,1,Visitor,"Rocha, Kelly and Mcguire",5/16/2024,Work Visa
1.96108E+11,Hessa Alsaad,Female,Non-Kuwaiti,4/21/1998,Residency Visa,9/20/2023,11/13/2026,Yes,Pathologist,Divorced,Unemployed,,0,7/11/2016,Private,1,Visitor,Henry-Ward,5/8/2022,None
1.99812E+11,Ahmad Almutairi,Male,Kuwaiti,2/2/1971,Residency Visa,1/9/2024,3/8/2026,No,"Production assistant, television",Single,Self-Employed,,49725,9/18/2016,Private,1,Temporary Resident,Chavez-Jones,7/5/2020,Residency Visa
1.99501E+11,Hamad Alajmi,Male,Kuwaiti,7/4/1963,Student Visa,9/12/2020,9/25/2024,Yes,Materials engineer,Divorced,Self-Employed,,48055,10/25/2023,Public,2,Permanent Resident,Patrick-Lynch,8/11/2020,Work Visa
1.97001E+11,Nasser Alhajeri,Male,Non-Kuwaiti,7/4/2006,Tourist Visa,4/19/2020,3/16/2026,Yes,Illustrator,Married,Unemployed,,0,12/8/2022,Private,4,Visitor,"Bowman, Williams and Goodman",10/24/2019,Tourist Visa
1.97605E+11,Yousef Alhaddad,Male,Non-Kuwaiti,3/18/1976,Student Visa,12/15/2023,1/6/2027,Yes,"Teacher, English as a foreign language",Divorced,Self-Employed,,27754,5/29/2019,Private,2,Permanent Resident,Bond Group,2/27/2020,Tourist Visa
1.9921E+11,Mariam Alajmi,Female,Kuwaiti,1/12/1988,Residency Visa,9/19/2023,10/11/2025,No,Publishing copy,Widowed,Employed,Burgess-Wells,13199,9/6/2021,Private,5,Temporary Resident,Stephens-Smith,8/3/2019,Work Visa
1.96603E+11,Jana Alfailakawi,Female,Non-Kuwaiti,3/21/1979,Student Visa,11/30/2021,8/7/2025,No,"Civil engineer, consulting",Divorced,Self-Employed,,42024,10/4/2023,Private,4,Permanent Resident,Hansen LLC,1/2/2021,Work Visa
1.99003E+11,Aisha Alshammari,Female,Non-Kuwaiti,8/17/1972,Residency Visa,5/6/2022,2/3/2025,Yes,"Producer, radio",Single,Employed,"Jarvis, Rogers and Rogers",46864,10/30/2017,Private,4,Visitor,Watson-Porter,10/19/2020,Tourist Visa
1.97904E+11,Mishal Alsaad,Male,Kuwaiti,8/14/1967,Work Visa,2/1/2021,12/5/2026,No,Physiological scientist,Divorced,Self-Employed,,35294,10/9/2019,Public,1,Temporary Resident,Kelley Group,3/26/2023,Residency Visa
1.97608E+11,Huda Alenezi,Female,Non-Kuwaiti,12/10/1965,Residency Visa,1/25/2024,12/22/2024,No,"Clinical scientist, histocompatibility and immunogenetics",Married,Employed,Mcknight PLC,26464,12/20/2016,Private,5,Permanent Resident,Johnson-Brown,8/15/2020,Work Visa
1.97711E+11,Munira Almutawa,Female,Non-Kuwaiti,3/21/2005,Tourist Visa,10/18/2023,1/10/2026,Yes,Press sub,Widowed,Employed,"Burns, Williams and Wright",26708,5/24/2015,Private,5,Temporary Resident,"Flores, Wells and Reid",1/10/2020,Tourist Visa
1.98905E+11,Laila Alhaddad,Female,Kuwaiti,2/10/1975,Residency Visa,9/24/2020,12/5/2026,No,Civil Service fast streamer,Married,Self-Employed,,12390,3/18/2024,Public,0,Permanent Resident,Morales and Sons,11/20/2023,Residency Visa
1.99809E+11,Ahmad Almutairi,Male,Non-Kuwaiti,1/19/2002,Residency Visa,1/3/2023,6/12/2025,Yes,Industrial/product designer,Widowed,Self-Employed,,37708,10/2/2019,Private,2,Permanent Resident,Bates-Silva,9/20/2019,Student Visa
1.98607E+11,Fahad Almubarak,Male,Kuwaiti,11/19/1972,Work Visa,7/10/2023,6/28/2027,No,Product designer,Single,Self-Employed,,13315,10/8/2015,Private,5,Visitor,"Grant, Garcia and Doyle",3/6/2024,Tourist Visa
1.98311E+11,Yousef Alhaddad,Male,Non-Kuwaiti,8/19/1979,Student Visa,8/19/2022,5/12/2025,No,Geochemist,Widowed,Retired,,0,12/2/2017,Public,3,Permanent Resident,Blackwell-Thomas,8/14/2021,Tourist Visa
2.00212E+11,Ali Alshammari,Male,Non-Kuwaiti,10/3/1975,Tourist Visa,3/22/2024,5/6/2027,No,Dietitian,Widowed,Unemployed,,0,5/9/2024,Private,2,Permanent Resident,Vargas-Evans,4/21/2021,Student Visa
2.00302E+11,Jaber Alfailakawi,Male,Kuwaiti,11/2/1961,Residency Visa,1/9/2024,10/7/2026,Yes,"Nurse, adult",Single,Unemployed,,0,3/28/2023,Public,2,Temporary Resident,Armstrong-Simmons,8/21/2023,None
1.98204E+11,Laila Alhaddad,Female,Non-Kuwaiti,10/31/1965,Student Visa,11/2/2023,4/23/2026,No,Toxicologist,Divorced,Self-Employed,,14486,5/11/2019,Public,3,Permanent Resident,Marsh-White,7/26/2023,None
1.98107E+11,Yousef Alhaddad,Male,Non-Kuwaiti,8/22/1968,Work Visa,8/31/2022,4/23/2027,Yes,"Conservator, museum/gallery",Divorced,Retired,,0,11/8/2020,Private,3,Visitor,Smith LLC,2/9/2022,None
1.99107E+11,Amina Alhajeri,Female,Non-Kuwaiti,8/1/1995,Student Visa,8/18/2022,3/30/2025,No,Tax inspector,Single,Employed,Bowman Group,24392,3/14/2016,Private,3,Visitor,Moore-Murray,2/16/2024,Tourist Visa
1.97707E+11,Reem Alotaibi,Female,Kuwaiti,7/11/1992,Residency Visa,9/14/2020,5/31/2026,No,Orthoptist,Widowed,Employed,"Jones, Chambers and Oliver",44043,10/21/2017,Private,3,Permanent Resident,Moore LLC,4/19/2022,Residency Visa
1.9841E+11,Khalid Almansoori,Male,Non-Kuwaiti,6/16/1976,Work Visa,12/22/2020,4/2/2027,Yes,"Engineer, aeronautical",Divorced,Retired,,0,4/18/2016,Private,0,Permanent Resident,"Jackson, King and Spencer",8/22/2019,Tourist Visa
1.96102E+11,Jaber Alfailakawi,Male,Kuwaiti,9/20/1967,Residency Visa,11/26/2020,8/21/2024,Yes,Corporate investment banker,Single,Self-Employed,,24905,7/20/2023,Public,0,Visitor,Walters Inc,11/1/2020,Student Visa
1.9801E+11,Fahad Almubarak,Male,Non-Kuwaiti,4/1/1964,Residency Visa,8/23/2020,9/21/2025,No,"Designer, television/film set",Married,Self-Employed,,31156,7/6/2022,Public,1,Temporary Resident,Taylor-Winters,7/19/2022,Residency Visa
1.98907E+11,Dalal Albloushi,Female,Kuwaiti,2/18/1966,Work Visa,2/4/2022,8/15/2025,No,"Scientist, forensic",Single,Unemployed,,0,5/19/2022,Public,4,Temporary Resident,Gibbs LLC,8/8/2019,Work Visa
1.98501E+11,Yousef Alhaddad,Male,Non-Kuwaiti,3/23/1972,Tourist Visa,8/12/2023,12/1/2024,Yes,Chief Financial Officer,Married,Self-Employed,,16207,1/29/2017,Private,0,Visitor,Lee-Nguyen,10/23/2019,Student Visa
1.98411E+11,Jaber Alfailakawi,Male,Non-Kuwaiti,8/28/2000,Residency Visa,10/2/2023,7/25/2024,Yes,Event organiser,Widowed,Self-Employed,,18105,7/30/2023,Private,1,Visitor,Avery LLC,8/11/2020,Work Visa
1.9961E+11,Ali Alshammari,Male,Kuwaiti,12/3/1992,Residency Visa,7/31/2020,6/24/2026,Yes,"Engineer, broadcasting (operations)",Married,Employed,Price-Hartman,18371,6/8/2024,Public,0,Permanent Resident,Brown-Foster,10/1/2020,Residency Visa
1.9981E+11,Fahad Almubarak,Male,Kuwaiti,6/17/1975,Tourist Visa,12/16/2023,10/23/2025,No,Medical technical officer,Married,Self-Employed,,32494,6/9/2017,Public,4,Visitor,Romero-Clark,11/6/2019,Work Visa
1.97803E+11,Yousef Alhaddad,Male,Kuwaiti,9/1/1973,Work Visa,3/11/2020,9/24/2025,No,Hydrogeologist,Divorced,Self-Employed,,26515,9/17/2020,Private,5,Temporary Resident,"Villanueva, Woodard and Greene",9/1/2019,None
1.98505E+11,Salem Alshatti,Male,Non-Kuwaiti,7/1/1967,Student Visa,7/7/2021,2/11/2026,Yes,Housing manager/officer,Widowed,Self-Employed,,14931,6/28/2024,Public,4,Permanent Resident,"Frost, Thompson and Jones",2/24/2024,Work Visa
1.97907E+11,Nasser Alhajeri,Male,Kuwaiti,5/11/1989,Residency Visa,3/16/2021,9/23/2024,No,Psychiatric nurse,Single,Retired,,0,4/2/2018,Private,0,Permanent Resident,Arnold LLC,9/8/2021,Student Visa
1.99901E+11,Mubarak Albloushi,Male,Non-Kuwaiti,12/27/1971,Residency Visa,7/1/2023,5/3/2026,No,Regulatory affairs officer,Married,Employed,"Yang, Daniel and Williams",45090,4/30/2017,Private,0,Permanent Resident,Walker PLC,7/12/2021,Work Visa
1.99305E+11,Sara Alrashidi,Female,Non-Kuwaiti,5/16/1992,Tourist Visa,10/25/2022,9/10/2024,No,Retail buyer,Divorced,Unemployed,,0,6/29/2022,Public,3,Temporary Resident,"Brandt, Schaefer and Taylor",5/13/2024,Work Visa
1.9601E+11,Jaber Alfailakawi,Male,Non-Kuwaiti,12/23/2000,Student Visa,6/1/2021,3/11/2027,No,"Therapist, speech and language",Widowed,Unemployed,,0,3/20/2020,Private,2,Permanent Resident,"Williams, Foster and Anderson",10/14/2019,Work Visa
1.97902E+11,Nour Alshatti,Female,Kuwaiti,4/13/1992,Tourist Visa,11/8/2022,9/25/2024,Yes,Architectural technologist,Single,Retired,,0,9/11/2018,Public,0,Temporary Resident,Brock PLC,9/27/2019,None
1.98406E+11,Mubarak Albloushi,Male,Non-Kuwaiti,7/18/1965,Residency Visa,5/3/2021,5/24/2025,No,"Lighting technician, broadcasting/film/video",Widowed,Employed,"Chambers, Deleon and Williams",7434,6/1/2019,Private,2,Visitor,"Nelson, Clark and Barton",5/6/2020,Tourist Visa
1.97306E+11,Amina Alhajeri,Female,Non-Kuwaiti,3/22/1983,Student Visa,1/25/2022,2/20/2027,Yes,Health physicist,Widowed,Self-Employed,,5870,3/7/2015,Public,3,Permanent Resident,"Mccarthy, Robinson and Fisher",6/11/2024,Residency Visa
1.9661E+11,Mishal Alsaad,Male,Kuwaiti,6/5/1987,Residency Visa,2/2/2024,7/24/2024,No,Hospital pharmacist,Divorced,Employed,"Kim, Wheeler and Page",41298,10/7/2015,Public,4,Temporary Resident,"Roberts, Pearson and Conway",8/11/2021,Student Visa
1.96707E+11,Laila Alhaddad,Female,Kuwaiti,8/12/1995,Work Visa,5/3/2023,3/4/2025,Yes,Planning and development surveyor,Single,Retired,,0,1/5/2018,Private,3,Permanent Resident,Hernandez Inc,6/18/2020,Residency Visa
1.98106E+11,Fahad Almubarak,Male,Non-Kuwaiti,8/22/1970,Student Visa,6/10/2021,12/2/2024,Yes,"Surveyor, building control",Divorced,Self-Employed,,44207,8/10/2015,Private,5,Permanent Resident,Shaw-Steele,4/7/2022,Residency Visa
1.98303E+11,Abdullah Alrashidi,Male,Non-Kuwaiti,8/24/1958,Tourist Visa,10/27/2020,5/30/2025,No,Restaurant manager,Married,Unemployed,,0,9/23/2017,Public,3,Visitor,Garcia-Moore,1/10/2023,Tourist Visa
1.96505E+11,Aisha Alshammari,Female,Non-Kuwaiti,6/12/1986,Student Visa,2/9/2023,9/24/2026,No,Theatre manager,Divorced,Retired,,0,4/29/2018,Private,1,Permanent Resident,Sanchez PLC,3/11/2024,None
2.00005E+11,Jaber Alfailakawi,Male,Kuwaiti,6/7/2002,Student Visa,5/10/2021,4/16/2027,No,Advertising account planner,Married,Self-Employed,,6892,5/5/2018,Public,5,Permanent Resident,Roth-Taylor,6/23/2021,None
